date,ticker,weight
2007-10-31,0R01,-0.013157894736842105
2007-10-31,8686,0.013157894736842105
2007-10-31,A,-0.013157894736842105
2007-10-31,AA,0.013157894736842105
2007-10-31,AABA,-0.013157894736842105
2007-10-31,AAPL*,0.013157894736842105
2007-10-31,AAZ,0.013157894736842105
2007-10-31,ABC,-0.013157894736842105
2007-10-31,ABI,-0.013157894736842105
2007-10-31,ABKFQ,-0.013157894736842105
2007-10-31,ABT,0.013157894736842105
2007-10-31,ACE,0.013157894736842105
2007-10-31,ACS,-0.013157894736842105
2007-10-31,ADBE,0.013157894736842105
2007-10-31,ADI,0.013157894736842105
2007-10-31,ADM*,-0.013157894736842105
2007-10-31,ADP,-0.013157894736842105
2007-10-31,ADSK,0.013157894736842105
2007-10-31,AEC1,-0.013157894736842105
2007-10-31,AEE,-0.013157894736842105
2007-10-31,AEP,0.013157894736842105
2007-10-31,AES,-0.013157894736842105
2007-10-31,AET,0.013157894736842105
2007-10-31,AG4,-0.013157894736842105
2007-10-31,AIG*,-0.013157894736842105
2007-10-31,AIV,-0.013157894736842105
2007-10-31,ALD,0.013157894736842105
2007-10-31,ALL,-0.013157894736842105
2007-10-31,ALTR,0.013157894736842105
2007-10-31,AMAT,0.013157894736842105
2007-10-31,AMD,-0.013157894736842105
2007-10-31,AMGN,-0.013157894736842105
2007-10-31,AMP,0.013157894736842105
2007-10-31,AMZN,0.013157894736842105
2007-10-31,AN,-0.013157894736842105
2007-10-31,ANTM,0.013157894736842105
2007-10-31,AON,0.013157894736842105
2007-10-31,APA,0.013157894736842105
2007-10-31,APD,0.013157894736842105
2007-10-31,APOL,0.013157894736842105
2007-10-31,ASD,-0.013157894736842105
2007-10-31,ASH,-0.013157894736842105
2007-10-31,AT.,0.013157894736842105
2007-10-31,ATI,0.013157894736842105
2007-10-31,AVP,0.013157894736842105
2007-10-31,AVY,-0.013157894736842105
2007-10-31,AW,0.013157894736842105
2007-10-31,AYE,0.013157894736842105
2007-10-31,AZO,-0.013157894736842105
2007-10-31,BA,0.013157894736842105
2007-10-31,BAC,-0.013157894736842105
2007-10-31,BAX,0.013157894736842105
2007-10-31,BBBY,-0.013157894736842105
2007-10-31,BBY,-0.013157894736842105
2007-10-31,BC,-0.013157894736842105
2007-10-31,BCR,0.013157894736842105
2007-10-31,BDK,-0.013157894736842105
2007-10-31,BDX,0.013157894736842105
2007-10-31,BEN,0.013157894736842105
2007-10-31,BFB,-0.013157894736842105
2007-10-31,BHI,0.013157894736842105
2007-10-31,BIG,0.013157894736842105
2007-10-31,BIIB,0.013157894736842105
2007-10-31,BJS,-0.013157894736842105
2007-10-31,BK,0.013157894736842105
2007-10-31,BLL,0.013157894736842105
2007-10-31,BMC,-0.013157894736842105
2007-10-31,BMS,-0.013157894736842105
2007-10-31,BMY,0.013157894736842105
2007-10-31,BNI,0.013157894736842105
2007-10-31,BRCM,0.013157894736842105
2007-10-31,BRL,0.013157894736842105
2007-10-31,BSC.1,-0.013157894736842105
2007-10-31,BSX,-0.013157894736842105
2007-10-31,BUD.2,0.013157894736842105
2007-10-31,BXP,-0.013157894736842105
2007-10-31,CA,-0.013157894736842105
2007-10-31,CAG,-0.013157894736842105
2007-10-31,CAH,-0.013157894736842105
2007-10-31,CAT,0.013157894736842105
2007-10-31,CB,-0.013157894736842105
2007-10-31,CBE,-0.013157894736842105
2007-10-31,CBH,0.013157894736842105
2007-10-31,CBS,0.013157894736842105
2007-10-31,CCE,0.013157894736842105
2007-10-31,CCL,-0.013157894736842105
2007-10-31,CCTYQ,-0.013157894736842105
2007-10-31,CCU.1,0.013157894736842105
2007-10-31,CEG,0.013157894736842105
2007-10-31,CFC,-0.013157894736842105
2007-10-31,CHK,0.013157894736842105
2007-10-31,CI,-0.013157894736842105
2007-10-31,CIEN,0.013157894736842105
2007-10-31,CINF,-0.013157894736842105
2007-10-31,CITGQ,-0.013157894736842105
2007-10-31,CL,0.013157894736842105
2007-10-31,CLX,-0.013157894736842105
2007-10-31,CMA,-0.013157894736842105
2007-10-31,CMCSA,-0.013157894736842105
2007-10-31,CMI,-0.013157894736842105
2007-10-31,CMS,0.013157894736842105
2007-10-31,CNX,0.013157894736842105
2007-10-31,COF,-0.013157894736842105
2007-10-31,COH,0.013157894736842105
2007-10-31,COL,0.013157894736842105
2007-10-31,COP,0.013157894736842105
2007-10-31,COST,0.013157894736842105
2007-10-31,CPB,-0.013157894736842105
2007-10-31,CPPRQ,-0.013157894736842105
2007-10-31,CPWR,-0.013157894736842105
2007-10-31,CSC,0.013157894736842105
2007-10-31,CSCO,0.013157894736842105
2007-10-31,CSX,0.013157894736842105
2007-10-31,CTAS,-0.013157894736842105
2007-10-31,CTX,-0.013157894736842105
2007-10-31,CTXS,0.013157894736842105
2007-10-31,CVG,-0.013157894736842105
2007-10-31,CVH,0.013157894736842105
2007-10-31,CVS,0.013157894736842105
2007-10-31,CVX,0.013157894736842105
2007-10-31,D,0.013157894736842105
2007-10-31,DD,0.013157894736842105
2007-10-31,DDS,-0.013157894736842105
2007-10-31,DE,0.013157894736842105
2007-10-31,DELL,0.013157894736842105
2007-10-31,DF,-0.013157894736842105
2007-10-31,DGX,0.013157894736842105
2007-10-31,DHI,-0.013157894736842105
2007-10-31,DHR,0.013157894736842105
2007-10-31,DIS,0.013157894736842105
2007-10-31,DJ,0.013157894736842105
2007-10-31,DOV,0.013157894736842105
