Datetime,Open,High,Low,Close,rets
2022-09-02 01:00:00-04:00,1710.199951171875,1712.5,1709.699951171875,1712.5,0.001402457093767025
2022-09-02 02:00:00-04:00,1712.5,1714.199951171875,1711.300048828125,1713.5999755859375,0.0006421153098684197
2022-09-02 03:00:00-04:00,1713.5,1715.4000244140625,1711.9000244140625,1714.5,0.0005250864567261155
2022-09-02 04:00:00-04:00,1714.5,1715.5,1712.9000244140625,1715.4000244140625,0.0005248108856314643
2022-09-02 05:00:00-04:00,1715.4000244140625,1718.0999755859375,1715.0,1717.9000244140625,0.0014563250553668754
2022-09-02 06:00:00-04:00,1717.9000244140625,1718.4000244140625,1716.0999755859375,1716.5,-0.0008152949462267828
2022-09-02 07:00:00-04:00,1716.5,1717.800048828125,1715.5,1716.699951171875,0.000116480936120737
2022-09-02 08:00:00-04:00,1716.5999755859375,1727.0,1714.9000244140625,1719.800048828125,0.0018042185346743948
2022-09-02 09:00:00-04:00,1719.699951171875,1724.300048828125,1716.9000244140625,1723.5,0.002149073588378128
2022-09-02 10:00:00-04:00,1723.5999755859375,1729.5,1722.199951171875,1728.5999755859375,0.002954711238013267
2022-09-02 11:00:00-04:00,1728.699951171875,1729.0,1724.199951171875,1727.5,-0.0006365415531084013
2022-09-02 12:00:00-04:00,1727.5999755859375,1727.9000244140625,1724.199951171875,1725.5,-0.0011584131037668498
2022-09-02 13:00:00-04:00,1725.4000244140625,1725.699951171875,1720.699951171875,1722.0,-0.0020304575503819517
2022-09-02 14:00:00-04:00,1722.0999755859375,1726.800048828125,1722.0999755859375,1724.699951171875,0.0015666879985953707
2022-09-02 15:00:00-04:00,1724.699951171875,1724.800048828125,1720.0999755859375,1720.800048828125,-0.002263766657504583
2022-09-02 16:00:00-04:00,1721.0,1724.0,1720.5,1722.5999755859375,0.0010454358535080073
2022-09-04 18:00:00-04:00,1724.199951171875,1724.5,1720.5,1721.0,-0.0009292459707353726
2022-09-04 19:00:00-04:00,1721.0999755859375,1721.199951171875,1718.800048828125,1718.9000244140625,-0.001220951674122343
2022-09-04 20:00:00-04:00,1718.800048828125,1720.9000244140625,1718.5999755859375,1719.9000244140625,0.0005815982400773787
2022-09-04 21:00:00-04:00,1719.9000244140625,1723.9000244140625,1719.5,1722.800048828125,0.0016847387447668767
2022-09-04 22:00:00-04:00,1722.800048828125,1723.4000244140625,1719.5999755859375,1722.4000244140625,-0.00023222129766394803
2022-09-04 23:00:00-04:00,1722.300048828125,1723.800048828125,1721.800048828125,1722.9000244140625,0.0002902504840938069
2022-09-06 00:00:00-04:00,1729.0999755859375,1729.9000244140625,1726.199951171875,1726.5999755859375,0.002145210952766928
2022-09-06 01:00:00-04:00,1726.5,1730.0,1725.9000244140625,1728.699951171875,0.001215510021708186
2022-09-06 02:00:00-04:00,1728.5999755859375,1731.699951171875,1726.9000244140625,1731.199951171875,0.0014451287642103898
2022-09-06 03:00:00-04:00,1731.0999755859375,1731.0999755859375,1724.5999755859375,1726.800048828125,-0.00254476848940093
2022-09-06 04:00:00-04:00,1726.699951171875,1727.0,1723.5999755859375,1724.300048828125,-0.0014488136342392746
2022-09-06 05:00:00-04:00,1724.199951171875,1724.199951171875,1721.800048828125,1722.0999755859375,-0.001276737189795884
2022-09-06 06:00:00-04:00,1722.0,1723.9000244140625,1721.4000244140625,1723.5999755859375,0.0008706504431669805
2022-09-06 07:00:00-04:00,1723.4000244140625,1725.4000244140625,1722.4000244140625,1725.300048828125,0.0009858641119481096
2022-09-06 08:00:00-04:00,1725.300048828125,1725.699951171875,1716.699951171875,1718.300048828125,-0.0040655183198253
2022-09-06 09:00:00-04:00,1718.4000244140625,1722.5,1715.4000244140625,1719.5,0.000698092503090896
2022-09-06 10:00:00-04:00,1719.5,1720.5999755859375,1713.0,1714.5,-0.002912057969345817
2022-09-06 11:00:00-04:00,1714.4000244140625,1718.0999755859375,1712.0999755859375,1714.0,-0.00029167274524990967
2022-09-06 12:00:00-04:00,1714.0,1715.5999755859375,1711.9000244140625,1712.4000244140625,-0.0009339106297147162
2022-09-06 13:00:00-04:00,1712.300048828125,1714.5,1711.300048828125,1711.800048828125,-0.00035043255606807247
2022-09-06 14:00:00-04:00,1711.800048828125,1712.699951171875,1710.5999755859375,1710.5999755859375,-0.0007013050974828129
2022-09-06 15:00:00-04:00,1710.699951171875,1713.0,1710.5999755859375,1710.800048828125,0.00011695401940013985
2022-09-06 16:00:00-04:00,1710.9000244140625,1713.0,1710.800048828125,1712.9000244140625,0.001226728863137151
2022-09-06 18:00:00-04:00,1712.9000244140625,1713.199951171875,1711.0999755859375,1711.199951171875,-0.0009930045232363037
2022-09-06 19:00:00-04:00,1711.199951171875,1714.4000244140625,1710.699951171875,1714.0,0.0016349699239645856
2022-09-06 20:00:00-04:00,1714.0,1714.300048828125,1703.300048828125,1707.0999755859375,-0.004033810072501574
2022-09-06 21:00:00-04:00,1707.0,1709.5,1705.300048828125,1707.5999755859375,0.00029285150128748657
2022-09-06 22:00:00-04:00,1707.699951171875,1708.4000244140625,1705.0999755859375,1705.699951171875,-0.0011133065661278335
2022-09-06 23:00:00-04:00,1705.699951171875,1706.4000244140625,1703.0999755859375,1703.9000244140625,-0.0010557994708474796
2022-09-07 00:00:00-04:00,1703.800048828125,1705.300048828125,1701.699951171875,1704.199951171875,0.00017600819267941624
